,Suburb,Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Regionname,Propertycount,Price,Distance_bins,Total_spaces_new
15442,Elsternwick,2,u,Buxton,2017-03-18,8.5,3185.0,1,1,1,50.0,Southern Metropolitan,4898,485000,Nearby,3
15443,Elsternwick,4,h,Biggin,2017-03-18,8.5,3185.0,4,2,2,661.0,Southern Metropolitan,4898,3000000,Nearby,8
15444,Elsternwick,3,h,Biggin,2017-03-18,8.5,3185.0,3,2,0,195.0,Southern Metropolitan,4898,1500000,Nearby,5
15445,Elwood,1,u,hockingstuart,2017-03-18,7.7,3184.0,1,1,1,1547.0,Southern Metropolitan,8989,369000,Nearby,3
15446,Elwood,2,u,Buxton,2017-03-18,7.7,3184.0,2,1,1,50.0,Southern Metropolitan,8989,525500,Nearby,4
15447,Essendon,3,h,Nelson,2017-03-18,8.0,3040.0,3,1,3,855.0,Western Metropolitan,9264,1695000,Nearby,7
15448,Essendon,2,h,Barry,2017-03-18,8.0,3040.0,2,1,2,225.0,Western Metropolitan,9264,930000,Nearby,5
15449,Essendon,4,h,Nelson,2017-03-18,8.0,3040.0,4,1,1,700.0,Western Metropolitan,9264,1870000,Nearby,6
15450,Essendon,2,u,Jellis,2017-03-18,8.0,3040.0,2,1,1,50.0,Western Metropolitan,9264,395000,Nearby,4
15451,Essendon,4,h,Nelson,2017-03-18,8.0,3040.0,4,2,2,705.0,Western Metropolitan,9264,1726000,Nearby,8
15452,Essendon,3,h,Nelson,2017-03-18,8.0,3040.0,3,1,1,420.0,Western Metropolitan,9264,1050000,Nearby,5
15453,Essendon,3,h,Nelson,2017-03-18,8.0,3040.0,3,1,1,687.0,Western Metropolitan,9264,1470000,Nearby,5
15454,Essendon,3,t,LITTLE,2017-03-18,8.0,3040.0,2,1,1,200.0,Western Metropolitan,9264,878500,Nearby,4
15455,Essendon,3,h,Barry,2017-03-18,8.0,3040.0,3,1,1,175.0,Western Metropolitan,9264,801500,Nearby,5
15456,Essendon,2,u,McDonald,2017-03-18,8.0,3040.0,2,1,1,50.0,Western Metropolitan,9264,480000,Nearby,4
15457,Essendon North,5,h,Nelson,2017-03-18,9.4,3041.0,5,3,2,463.0,Western Metropolitan,1308,1360000,Nearby,10
15458,Fairfield,3,h,Jellis,2017-03-18,5.8,3078.0,3,2,1,743.0,Northern Metropolitan,2970,1700000,Nearby,6
15459,Fairfield,2,u,hockingstuart,2017-03-18,5.8,3078.0,2,1,1,1658.0,Northern Metropolitan,2970,510000,Nearby,4
15460,Fairfield,1,u,Raine,2017-03-18,5.8,3078.0,1,1,1,50.0,Northern Metropolitan,2970,300000,Nearby,3
15461,Fitzroy,2,h,Jellis,2017-03-18,1.6,3065.0,2,1,0,141.0,Northern Metropolitan,5825,1315000,Nearby,3
15462,Fitzroy North,2,h,Harrington,2017-03-18,3.5,3068.0,2,1,0,148.0,Northern Metropolitan,6244,1255000,Nearby,3
15463,Fitzroy North,3,h,Nelson,2017-03-18,3.5,3068.0,3,2,1,240.0,Northern Metropolitan,6244,1700000,Nearby,6
15464,Fitzroy North,2,h,Chambers,2017-03-18,3.5,3068.0,2,1,0,136.0,Northern Metropolitan,6244,1290000,Nearby,3
15465,Fitzroy North,2,t,Woodards,2017-03-18,3.5,3068.0,2,2,2,50.0,Northern Metropolitan,6244,750000,Nearby,6
15466,Fitzroy North,3,u,Chambers,2017-03-18,3.5,3068.0,3,1,1,50.0,Northern Metropolitan,6244,674000,Nearby,5
15467,Fitzroy North,2,u,Nelson,2017-03-18,3.5,3068.0,2,1,2,50.0,Northern Metropolitan,6244,675000,Nearby,5
15468,Fitzroy North,4,t,Jellis,2017-03-18,3.5,3068.0,4,3,2,127.0,Northern Metropolitan,6244,1700000,Nearby,9
15469,Flemington,2,h,Nelson,2017-03-18,4.4,3031.0,2,1,1,50.0,Northern Metropolitan,3593,845000,Nearby,4
15470,Footscray,3,t,Sweeney,2017-03-18,6.4,3011.0,3,2,1,122.0,Western Metropolitan,7570,820000,Nearby,6
15471,Footscray,1,u,Trimson,2017-03-18,6.4,3011.0,1,1,1,50.0,Western Metropolitan,7570,210000,Nearby,3
15472,Footscray,2,t,Nguyen,2017-03-18,6.4,3011.0,2,1,1,200.0,Western Metropolitan,7570,597000,Nearby,4
15473,Footscray,3,h,Village,2017-03-18,6.4,3011.0,3,1,0,262.0,Western Metropolitan,7570,875000,Nearby,4
15474,Glen Iris,1,u,Jellis,2017-03-18,9.2,3146.0,1,1,0,50.0,Southern Metropolitan,10412,328000,Nearby,2
15475,Glen Iris,4,h,Jellis,2017-03-18,9.2,3146.0,4,2,3,733.0,Southern Metropolitan,10412,2016000,Nearby,9
15476,Glen Iris,5,h,Marshall,2017-03-18,9.2,3146.0,5,3,3,778.0,Southern Metropolitan,10412,3085000,Nearby,11
15477,Glen Iris,3,h,Noel,2017-03-18,9.2,3146.0,3,1,3,557.0,Southern Metropolitan,10412,1710000,Nearby,7
15478,Glen Iris,3,h,Noel,2017-03-18,9.2,3146.0,3,1,3,603.0,Southern Metropolitan,10412,1770000,Nearby,7
15479,Glen Iris,3,h,Philip,2017-03-18,9.2,3146.0,3,1,2,650.0,Southern Metropolitan,10412,1765000,Nearby,6
15480,Glenroy,3,h,Barry,2017-03-18,13.0,3046.0,3,1,2,706.0,Northern Metropolitan,8870,577000,Nearby,6
15481,Glenroy,4,h,Professionals,2017-03-18,13.0,3046.0,3,1,1,482.0,Northern Metropolitan,8870,920000,Nearby,5
15482,Glenroy,2,t,Barry,2017-03-18,13.0,3046.0,2,1,1,145.0,Northern Metropolitan,8870,450000,Nearby,4
15483,Glenroy,2,u,Raine,2017-03-18,13.0,3046.0,2,1,1,1996.0,Northern Metropolitan,8870,230000,Nearby,4
15484,Glenroy,4,t,YPA,2017-03-18,13.0,3046.0,4,3,2,50.0,Northern Metropolitan,8870,607000,Nearby,9
15485,Gowanbrae,3,h,hockingstuart,2017-03-18,13.6,3043.0,3,1,1,537.0,Western Metropolitan,1071,690000,Nearby,5
15486,Hampton,3,u,hockingstuart,2017-03-18,13.7,3188.0,1,1,1,50.0,Southern Metropolitan,5454,1450000,Nearby,3
15487,Hampton,5,h,Marshall,2017-03-18,13.7,3188.0,5,3,2,760.0,Southern Metropolitan,5454,3201000,Nearby,10
15488,Hampton,2,u,RT,2017-03-18,13.7,3188.0,2,2,1,225.0,Southern Metropolitan,5454,875500,Nearby,5
15489,Hampton,3,h,C21,2017-03-18,13.7,3188.0,3,1,1,593.0,Southern Metropolitan,5454,950000,Nearby,5
15490,Hampton,3,t,Buxton,2017-03-18,13.7,3188.0,3,2,1,211.0,Southern Metropolitan,5454,1400000,Nearby,6
15491,Hampton,3,u,hockingstuart,2017-03-18,13.7,3188.0,3,2,2,50.0,Southern Metropolitan,5454,1457500,Nearby,7
15492,Hampton,5,h,Hodges,2017-03-18,13.7,3188.0,5,4,2,1000.0,Southern Metropolitan,5454,2600000,Nearby,11
15493,Hampton,2,h,Marshall,2017-03-18,13.7,3188.0,2,1,2,581.0,Southern Metropolitan,5454,1465000,Nearby,5
15494,Hampton East,3,h,Buxton,2017-03-18,14.5,3188.0,3,1,1,593.0,Southern Metropolitan,2356,939000,Nearby,5
15495,Hawthorn,3,u,Jellis,2017-03-18,4.6,3122.0,3,1,1,50.0,Southern Metropolitan,11308,630000,Nearby,5
15496,Hawthorn,3,h,Jellis,2017-03-18,4.6,3122.0,3,2,0,198.0,Southern Metropolitan,11308,1560000,Nearby,5
15497,Hawthorn,2,h,Morrison,2017-03-18,4.6,3122.0,2,1,1,460.0,Southern Metropolitan,11308,2265000,Nearby,4
15498,Hawthorn,4,h,Marshall,2017-03-18,4.6,3122.0,3,1,1,593.0,Southern Metropolitan,11308,4300000,Nearby,5
15499,Hawthorn,3,u,hockingstuart,2017-03-18,4.6,3122.0,3,2,2,50.0,Southern Metropolitan,11308,840000,Nearby,7
15500,Hawthorn,3,h,Jellis,2017-03-18,4.6,3122.0,3,3,2,88.0,Southern Metropolitan,11308,1780000,Nearby,8
15501,Hawthorn,2,u,Jellis,2017-03-18,4.6,3122.0,2,1,1,50.0,Southern Metropolitan,11308,605000,Nearby,4
15502,Hawthorn,3,h,Sotheby's,2017-03-18,4.6,3122.0,3,1,1,593.0,Southern Metropolitan,11308,1995000,Nearby,5
15503,Heidelberg Heights,4,h,Love,2017-03-18,10.5,3081.0,3,1,1,693.5,Eastern Metropolitan,2947,890000,Nearby,5
15504,Heidelberg Heights,3,h,Miles,2017-03-18,10.5,3081.0,3,1,1,693.5,Eastern Metropolitan,2947,755000,Nearby,5
15505,Heidelberg Heights,2,h,William,2017-03-18,10.5,3081.0,3,1,1,693.5,Eastern Metropolitan,2947,780000,Nearby,5
15506,Heidelberg West,2,h,Barry,2017-03-18,9.4,3081.0,2,1,0,627.0,Eastern Metropolitan,2674,752000,Nearby,3
15507,Heidelberg West,2,h,Barry,2017-03-18,9.4,3081.0,2,1,0,649.0,Eastern Metropolitan,2674,777000,Nearby,3
15508,Heidelberg West,2,h,C21,2017-03-18,9.4,3081.0,2,1,1,591.0,Eastern Metropolitan,2674,680000,Nearby,4
15509,Ivanhoe,3,h,Miles,2017-03-18,7.9,3079.0,3,2,2,684.0,Eastern Metropolitan,5549,1850000,Nearby,7
15510,Ivanhoe,4,h,Marshall,2017-03-18,7.9,3079.0,3,1,1,693.5,Eastern Metropolitan,5549,1950000,Nearby,5
15511,Ivanhoe,2,h,Nelson,2017-03-18,7.9,3079.0,2,1,2,760.0,Eastern Metropolitan,5549,1910000,Nearby,5
15512,Keilor East,3,t,Nelson,2017-03-18,12.8,3033.0,3,2,2,224.0,Western Metropolitan,5629,680000,Nearby,7
15513,Kensington,1,u,Jellis,2017-03-18,4.2,3031.0,1,1,0,50.0,Northern Metropolitan,5263,445000,Nearby,2
15514,Kew,3,h,Jellis,2017-03-18,5.6,3101.0,3,2,2,288.0,Southern Metropolitan,10331,1476000,Nearby,7
15515,Kew,4,h,Marshall,2017-03-18,5.6,3101.0,4,2,2,660.0,Southern Metropolitan,10331,2590000,Nearby,8
15516,Kew,4,h,Marshall,2017-03-18,5.6,3101.0,4,2,2,717.0,Southern Metropolitan,10331,2625000,Nearby,8
15517,Kew,5,h,RT,2017-03-18,5.6,3101.0,3,1,1,593.0,Southern Metropolitan,10331,3800000,Nearby,5
15518,Kew,8,h,Jellis,2017-03-18,5.6,3101.0,3,1,1,593.0,Southern Metropolitan,10331,3130000,Nearby,5
15519,Kew,4,h,Jellis,2017-03-18,5.6,3101.0,4,1,1,650.0,Southern Metropolitan,10331,2265000,Nearby,6
15520,Kew East,5,h,Jellis,2017-03-18,7.5,3102.0,5,5,4,696.0,Southern Metropolitan,2671,3028000,Nearby,14
15521,Maidstone,2,u,hockingstuart,2017-03-18,9.2,3012.0,2,1,1,15100.0,Western Metropolitan,3873,352500,Nearby,4
15522,Malvern,3,h,Jellis,2017-03-18,7.4,3144.0,3,3,4,283.0,Southern Metropolitan,4675,3010000,Nearby,10
15523,Malvern East,4,t,Jellis,2017-03-18,11.2,3145.0,4,2,2,310.0,Southern Metropolitan,8801,1240000,Nearby,8
15524,Malvern East,3,t,Jellis,2017-03-18,11.2,3145.0,3,2,2,181.0,Southern Metropolitan,8801,1120000,Nearby,7
15525,Malvern East,3,h,hockingstuart,2017-03-18,11.2,3145.0,3,2,1,87.0,Southern Metropolitan,8801,1625000,Nearby,6
15526,Malvern East,2,u,Jellis,2017-03-18,11.2,3145.0,1,1,1,50.0,Southern Metropolitan,8801,695000,Nearby,3
15527,Malvern East,3,h,Marshall,2017-03-18,11.2,3145.0,3,1,2,888.0,Southern Metropolitan,8801,1500000,Nearby,6
15528,Maribyrnong,2,t,Trimson,2017-03-18,8.7,3032.0,2,1,1,83.0,Western Metropolitan,4918,429000,Nearby,4
15529,Maribyrnong,2,u,Brad,2017-03-18,8.7,3032.0,2,2,2,37000.0,Western Metropolitan,4918,495000,Nearby,6
15530,Maribyrnong,3,t,Biggin,2017-03-18,8.7,3032.0,3,2,2,275.0,Western Metropolitan,4918,820000,Nearby,7
15531,Maribyrnong,3,h,Raine,2017-03-18,8.7,3032.0,3,2,2,4977.0,Western Metropolitan,4918,456000,Nearby,7
15532,Melbourne,2,u,Greg,2017-03-18,2.8,3000.0,2,1,2,50.0,Northern Metropolitan,17496,470000,Nearby,5
15533,Melbourne,1,u,MICM,2017-03-18,2.8,3000.0,1,1,1,50.0,Northern Metropolitan,17496,390000,Nearby,3
15534,Melbourne,2,u,Elite,2017-03-18,2.8,3000.0,2,1,1,50.0,Northern Metropolitan,17496,650000,Nearby,4
15535,Melbourne,2,u,Greg,2017-03-18,2.8,3000.0,1,1,1,50.0,Northern Metropolitan,17496,483000,Nearby,3
15536,Mont Albert,4,h,Kay,2017-03-18,11.8,3127.0,4,2,2,813.0,Eastern Metropolitan,2079,2335000,Nearby,8
15537,Moonee Ponds,5,t,Nelson,2017-03-18,6.9,3039.0,5,2,2,207.0,Western Metropolitan,6232,980000,Nearby,9
15538,Moonee Ponds,2,h,Moonee,2017-03-18,6.9,3039.0,2,1,1,292.0,Western Metropolitan,6232,1055000,Nearby,4
15539,Moonee Ponds,2,u,Barry,2017-03-18,6.9,3039.0,2,1,1,50.0,Western Metropolitan,6232,440000,Nearby,4
15540,Moonee Ponds,3,h,Nelson,2017-03-18,6.9,3039.0,3,1,3,633.0,Western Metropolitan,6232,1435000,Nearby,7
15541,Moonee Ponds,4,h,Nelson,2017-03-18,6.9,3039.0,4,2,1,627.0,Western Metropolitan,6232,1275000,Nearby,7
15542,Moorabbin,4,h,Buxton,2017-03-18,14.6,3189.0,4,2,1,603.0,Southern Metropolitan,2555,1070000,Nearby,7
15543,Newport,2,h,RT,2017-03-18,8.4,3015.0,3,1,1,537.0,Western Metropolitan,5498,780000,Nearby,5
15544,Newport,4,h,Greg,2017-03-18,8.4,3015.0,4,1,1,50.0,Western Metropolitan,5498,1115000,Nearby,6
15545,Newport,3,h,Williams,2017-03-18,8.4,3015.0,3,2,2,575.0,Western Metropolitan,5498,1675000,Nearby,7
15546,Niddrie,3,h,Barry,2017-03-18,11.2,3042.0,3,1,2,653.0,Western Metropolitan,2291,1065000,Nearby,6
15547,Niddrie,3,h,Barry,2017-03-18,11.2,3042.0,3,1,1,537.0,Western Metropolitan,2291,1291000,Nearby,5
15548,Northcote,2,h,Ray,2017-03-18,5.5,3070.0,2,1,2,314.0,Northern Metropolitan,11364,1255000,Nearby,5
15549,Northcote,1,u,LITTLE,2017-03-18,5.5,3070.0,1,1,1,50.0,Northern Metropolitan,11364,310000,Nearby,3
15550,Northcote,3,h,McGrath,2017-03-18,5.5,3070.0,3,1,1,482.0,Northern Metropolitan,11364,1215000,Nearby,5
15551,Northcote,2,u,Barry,2017-03-18,5.5,3070.0,2,1,1,120.0,Northern Metropolitan,11364,665000,Nearby,4
15552,Northcote,2,h,McGrath,2017-03-18,5.5,3070.0,3,1,1,482.0,Northern Metropolitan,11364,1800000,Nearby,5
15553,Northcote,2,h,McGrath,2017-03-18,5.5,3070.0,2,2,1,152.0,Northern Metropolitan,11364,1085000,Nearby,5
15554,Northcote,3,h,McGrath,2017-03-18,5.5,3070.0,3,1,2,899.0,Northern Metropolitan,11364,2315000,Nearby,6
15555,Oak Park,2,t,Eview,2017-03-18,11.5,3046.0,2,1,1,161.0,Northern Metropolitan,2651,585500,Nearby,4
15556,Oakleigh South,3,h,hockingstuart,2017-03-18,14.7,3167.0,3,1,2,535.0,South-Eastern Metropolitan,3692,921000,Nearby,6
15557,Oakleigh South,6,h,Harcourts,2017-03-18,14.7,3167.0,6,2,6,1200.0,South-Eastern Metropolitan,3692,1900000,Nearby,14
15558,Pascoe Vale,3,h,hockingstuart,2017-03-18,9.9,3044.0,3,2,2,540.0,Northern Metropolitan,7485,750000,Nearby,7
15559,Pascoe Vale,4,h,hockingstuart,2017-03-18,9.9,3044.0,4,2,2,250.0,Northern Metropolitan,7485,822000,Nearby,8
15560,Pascoe Vale,3,h,Brad,2017-03-18,9.9,3044.0,3,1,2,650.0,Northern Metropolitan,7485,983000,Nearby,6
15561,Pascoe Vale,3,h,Jellis,2017-03-18,9.9,3044.0,3,1,3,490.0,Northern Metropolitan,7485,600000,Nearby,7
15562,Port Melbourne,3,h,Marshall,2017-03-18,3.8,3207.0,3,2,0,211.0,Southern Metropolitan,8648,1515000,Nearby,5
15563,Port Melbourne,3,h,hockingstuart,2017-03-18,3.8,3207.0,3,1,1,593.0,Southern Metropolitan,8648,1260000,Nearby,5
15564,Port Melbourne,2,h,Chisholm,2017-03-18,3.8,3207.0,2,1,0,112.0,Southern Metropolitan,8648,1155000,Nearby,3
15565,Port Melbourne,2,h,Marshall,2017-03-18,3.8,3207.0,2,1,0,82.0,Southern Metropolitan,8648,1150000,Nearby,3
15566,Prahran,2,h,Jellis,2017-03-18,4.5,3181.0,2,1,2,227.0,Southern Metropolitan,7717,1460000,Nearby,5
15567,Prahran,4,h,Jellis,2017-03-18,4.5,3181.0,3,1,1,593.0,Southern Metropolitan,7717,2444000,Nearby,5
15568,Prahran,2,u,hockingstuart,2017-03-18,4.5,3181.0,2,2,1,50.0,Southern Metropolitan,7717,841000,Nearby,5
15569,Prahran,2,u,hockingstuart,2017-03-18,4.5,3181.0,2,1,1,50.0,Southern Metropolitan,7717,570000,Nearby,4
15570,Prahran,2,u,hockingstuart,2017-03-18,4.5,3181.0,2,1,2,50.0,Southern Metropolitan,7717,480000,Nearby,5
15571,Prahran,2,h,Marshall,2017-03-18,4.5,3181.0,2,1,1,162.0,Southern Metropolitan,7717,1310000,Nearby,4
15572,Prahran,3,h,hockingstuart,2017-03-18,4.5,3181.0,3,1,0,231.0,Southern Metropolitan,7717,1530000,Nearby,4
15573,Prahran,1,u,Beller,2017-03-18,4.5,3181.0,1,1,1,50.0,Southern Metropolitan,7717,365000,Nearby,3
15574,Prahran,2,u,Dingle,2017-03-18,4.5,3181.0,2,1,1,50.0,Southern Metropolitan,7717,560000,Nearby,4
15575,Preston,4,h,Jellis,2017-03-18,8.8,3072.0,4,2,2,559.0,Northern Metropolitan,14577,1400000,Nearby,8
15576,Preston,2,t,Harcourts,2017-03-18,8.8,3072.0,2,1,1,113.0,Northern Metropolitan,14577,660000,Nearby,4
15577,Preston,2,u,Nelson,2017-03-18,8.8,3072.0,2,1,1,50.0,Northern Metropolitan,14577,436000,Nearby,4
15578,Preston,2,h,Nelson,2017-03-18,8.8,3072.0,2,1,2,479.0,Northern Metropolitan,14577,876000,Nearby,5
15579,Preston,2,h,Nelson,2017-03-18,8.8,3072.0,2,2,1,352.0,Northern Metropolitan,14577,910000,Nearby,5
15580,Preston,3,h,Barry,2017-03-18,8.8,3072.0,3,2,2,227.0,Northern Metropolitan,14577,1000000,Nearby,7
15581,Preston,3,h,Chambers,2017-03-18,8.8,3072.0,3,1,2,516.0,Northern Metropolitan,14577,800000,Nearby,6
15582,Preston,3,h,hockingstuart,2017-03-18,8.8,3072.0,3,2,1,50.0,Northern Metropolitan,14577,928000,Nearby,6
15583,Preston,3,h,Nelson,2017-03-18,8.8,3072.0,3,1,2,585.0,Northern Metropolitan,14577,1070000,Nearby,6
15584,Reservoir,2,u,Love,2017-03-18,11.2,3073.0,1,1,1,50.0,Northern Metropolitan,21650,445000,Nearby,3
15585,Reservoir,3,h,Nelson,2017-03-18,11.2,3073.0,3,1,2,744.0,Northern Metropolitan,21650,1120000,Nearby,6
15586,Reservoir,3,u,Ray,2017-03-18,11.2,3073.0,3,1,2,159.0,Northern Metropolitan,21650,470000,Nearby,6
15587,Reservoir,3,h,Stockdale,2017-03-18,11.2,3073.0,3,1,1,858.0,Northern Metropolitan,21650,800000,Nearby,5
15588,Reservoir,3,h,Jason,2017-03-18,11.2,3073.0,3,1,1,482.0,Northern Metropolitan,21650,641000,Nearby,5
15589,Reservoir,2,h,Barry,2017-03-18,11.2,3073.0,2,1,6,1041.0,Northern Metropolitan,21650,1700000,Nearby,9
15590,Reservoir,3,h,Love,2017-03-18,11.2,3073.0,3,2,2,456.0,Northern Metropolitan,21650,655000,Nearby,7
15591,Reservoir,3,h,Barry,2017-03-18,11.2,3073.0,3,1,1,482.0,Northern Metropolitan,21650,888000,Nearby,5
15592,Reservoir,3,h,hockingstuart,2017-03-18,11.2,3073.0,3,1,2,518.0,Northern Metropolitan,21650,885000,Nearby,6
15593,Reservoir,2,h,Barry,2017-03-18,11.2,3073.0,2,1,2,268.0,Northern Metropolitan,21650,510000,Nearby,5
15594,Reservoir,2,u,Love,2017-03-18,11.2,3073.0,2,1,1,183.0,Northern Metropolitan,21650,440000,Nearby,4
15595,Reservoir,2,u,Barry,2017-03-18,11.2,3073.0,1,1,1,50.0,Northern Metropolitan,21650,481000,Nearby,3
15596,Richmond,3,h,Biggin,2017-03-18,2.6,3121.0,3,2,1,132.0,Northern Metropolitan,14949,1275000,Nearby,6
15597,Richmond,2,h,Marshall,2017-03-18,2.6,3121.0,2,1,0,100.0,Northern Metropolitan,14949,1035000,Nearby,3
15598,Richmond,3,h,Jellis,2017-03-18,2.6,3121.0,3,2,0,194.0,Northern Metropolitan,14949,2000000,Nearby,5
15599,Richmond,3,u,Biggin,2017-03-18,2.6,3121.0,3,2,2,50.0,Northern Metropolitan,14949,931000,Nearby,7
15600,Richmond,3,h,hockingstuart,2017-03-18,2.6,3121.0,3,1,1,309.0,Northern Metropolitan,14949,2640000,Nearby,5
15601,Richmond,4,h,Biggin,2017-03-18,2.6,3121.0,4,2,0,50.0,Northern Metropolitan,14949,1510000,Nearby,6
15602,Richmond,3,h,Jellis,2017-03-18,2.6,3121.0,3,2,1,131.0,Northern Metropolitan,14949,1550000,Nearby,6
15603,Rosanna,2,u,Fletchers,2017-03-18,11.4,3084.0,2,1,1,203.0,Eastern Metropolitan,3540,635000,Nearby,4
15604,Rosanna,2,t,Nelson,2017-03-18,11.4,3084.0,2,1,1,73.0,Eastern Metropolitan,3540,515000,Nearby,4
15605,Seddon,2,h,Burnham,2017-03-18,6.6,3011.0,2,1,2,306.0,Western Metropolitan,2417,990000,Nearby,5
15606,Seddon,3,h,Village,2017-03-18,6.6,3011.0,3,1,0,234.0,Western Metropolitan,2417,1080000,Nearby,4
15607,Seddon,3,h,Jas,2017-03-18,6.6,3011.0,3,1,0,357.0,Western Metropolitan,2417,1126000,Nearby,4
15608,Seddon,2,h,Sweeney,2017-03-18,6.6,3011.0,2,1,0,248.0,Western Metropolitan,2417,1025000,Nearby,3
15609,Seddon,5,h,Jas,2017-03-18,6.6,3011.0,5,3,1,386.0,Western Metropolitan,2417,1275000,Nearby,9
15610,South Melbourne,3,h,hockingstuart,2017-03-18,2.1,3205.0,3,2,1,2325.0,Southern Metropolitan,5943,770000,Nearby,6
15611,South Melbourne,2,u,MICM,2017-03-18,2.1,3205.0,2,1,1,50.0,Southern Metropolitan,5943,561000,Nearby,4
15612,South Yarra,2,t,Jellis,2017-03-18,3.3,3141.0,3,2,1,267.0,Southern Metropolitan,14887,1510000,Nearby,6
15613,South Yarra,4,u,RT,2017-03-18,3.3,3141.0,4,2,1,979.0,Southern Metropolitan,14887,2050000,Nearby,7
15614,South Yarra,4,h,Williams,2017-03-18,3.3,3141.0,4,2,2,141.0,Southern Metropolitan,14887,2600000,Nearby,8
15615,South Yarra,1,u,Jellis,2017-03-18,3.3,3141.0,1,1,0,50.0,Southern Metropolitan,14887,320000,Nearby,2
15616,South Yarra,3,h,hockingstuart,2017-03-18,3.3,3141.0,3,1,2,442.0,Southern Metropolitan,14887,2395000,Nearby,6
15617,South Yarra,2,u,Wilson,2017-03-18,3.3,3141.0,2,2,0,50.0,Southern Metropolitan,14887,920000,Nearby,4
15618,Southbank,2,u,Whiting,2017-03-18,1.2,3006.0,2,1,1,50.0,Southern Metropolitan,8400,580000,Nearby,4
15619,Spotswood,2,u,Jas,2017-03-18,7.7,3015.0,2,1,1,80.0,Western Metropolitan,1223,466000,Nearby,4
15620,Spotswood,2,h,Sweeney,2017-03-18,7.7,3015.0,3,1,1,537.0,Western Metropolitan,1223,680000,Nearby,5
15621,St Kilda,3,h,hockingstuart,2017-03-18,6.1,3182.0,3,2,2,1039.0,Southern Metropolitan,13240,1120000,Nearby,7
15622,St Kilda,2,h,Greg,2017-03-18,6.1,3182.0,3,1,1,593.0,Southern Metropolitan,13240,1300000,Nearby,5
15623,St Kilda,1,u,Whiting,2017-03-18,6.1,3182.0,1,1,1,50.0,Southern Metropolitan,13240,400000,Nearby,3
15624,St Kilda,2,u,Gary,2017-03-18,6.1,3182.0,2,1,0,50.0,Southern Metropolitan,13240,582000,Nearby,3
15625,St Kilda,1,u,Buxton,2017-03-18,6.1,3182.0,1,1,1,50.0,Southern Metropolitan,13240,1210000,Nearby,3
15626,St Kilda,1,u,hockingstuart,2017-03-18,6.1,3182.0,1,1,0,50.0,Southern Metropolitan,13240,366000,Nearby,2
15627,St Kilda,2,h,Biggin,2017-03-18,6.1,3182.0,2,1,0,124.0,Southern Metropolitan,13240,808000,Nearby,3
15628,St Kilda,3,h,Gary,2017-03-18,6.1,3182.0,3,1,1,593.0,Southern Metropolitan,13240,1315000,Nearby,5
15629,St Kilda,2,h,Gary,2017-03-18,6.1,3182.0,2,1,0,215.0,Southern Metropolitan,13240,1316000,Nearby,3
15630,St Kilda,2,u,Gary,2017-03-18,6.1,3182.0,2,1,1,50.0,Southern Metropolitan,13240,640000,Nearby,4
15631,St Kilda,2,u,Greg,2017-03-18,6.1,3182.0,1,1,1,50.0,Southern Metropolitan,13240,610000,Nearby,3
15632,Strathmore,4,t,Nelson,2017-03-18,9.7,3041.0,4,3,1,260.0,Western Metropolitan,3284,995000,Nearby,8
15633,Strathmore,4,h,Brad,2017-03-18,9.7,3041.0,4,2,2,689.0,Western Metropolitan,3284,1280000,Nearby,8
15634,Sunshine,2,h,GL,2017-03-18,12.6,3020.0,2,1,2,613.0,Western Metropolitan,3755,551000,Nearby,5
15635,Sunshine,3,h,Douglas,2017-03-18,12.6,3020.0,3,1,1,483.0,Western Metropolitan,3755,750000,Nearby,5
15636,Sunshine,4,h,Douglas,2017-03-18,12.6,3020.0,4,1,1,603.0,Western Metropolitan,3755,670000,Nearby,6
15637,Sunshine,4,h,Barry,2017-03-18,12.6,3020.0,4,1,2,562.0,Western Metropolitan,3755,888000,Nearby,7
15638,Sunshine North,3,h,Douglas,2017-03-18,13.3,3020.0,3,1,1,537.0,Western Metropolitan,4217,490000,Nearby,5
15639,Sunshine North,3,h,Barry,2017-03-18,13.3,3020.0,3,1,1,50.0,Western Metropolitan,4217,580000,Nearby,5
15640,Sunshine North,3,h,Barry,2017-03-18,13.3,3020.0,3,1,2,553.0,Western Metropolitan,4217,680000,Nearby,6
15641,Sunshine West,3,h,Prof.,2017-03-18,13.5,3020.0,3,1,3,612.0,Western Metropolitan,6763,650000,Nearby,7
15642,Sunshine West,3,h,Sweeney,2017-03-18,13.5,3020.0,3,1,1,534.0,Western Metropolitan,6763,593000,Nearby,5
15643,Sunshine West,3,h,Burnham,2017-03-18,13.5,3020.0,3,1,0,540.0,Western Metropolitan,6763,690000,Nearby,4
15644,Sunshine West,3,h,Bells,2017-03-18,13.5,3020.0,3,1,2,650.0,Western Metropolitan,6763,625000,Nearby,6
15645,Sunshine West,3,h,Douglas,2017-03-18,13.5,3020.0,3,1,4,700.0,Western Metropolitan,6763,660000,Nearby,8
15646,Sunshine West,3,t,Sweeney,2017-03-18,13.5,3020.0,2,1,1,200.0,Western Metropolitan,6763,640000,Nearby,4
15647,Surrey Hills,3,t,hockingstuart,2017-03-18,11.2,3127.0,3,2,1,267.0,Southern Metropolitan,5457,1080000,Nearby,6
